Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
07/19/2019 22,28.7,34.28,9536
07/19/2019 23,28.68,34.28,9397
07/19/2019 24,28.64,34.27,9107
07/20/2019 01,28.64,34.27,8863
07/20/2019 02,27.94,34.27,8684
07/20/2019 03,25.83,34.26,8586
07/20/2019 04,25.41,34.25,8556
07/20/2019 05,27.56,34.25,8542
07/20/2019 06,26.95,34.24,8507
07/20/2019 07,25.51,34.23,8458
07/20/2019 08,27.73,34.22,8695
07/20/2019 09,28.91,34.21,8994
07/20/2019 10,31.94,34.21,9285
07/20/2019 11,33.13,34.2,9452
07/20/2019 12,34.4,34.2,9613
07/20/2019 13,34.91,34.2,9702
07/20/2019 14,34.96,34.2,9702
07/20/2019 15,33.37,34.2,9681
07/20/2019 16,33.11,34.2,9700
07/20/2019 17,33.09,34.2,9735
07/20/2019 18,33.33,34.19,9716
07/20/2019 19,33.25,34.19,9664
07/20/2019 20,33.04,34.19,9531
07/20/2019 21,32.09,34.19,9390
07/20/2019 22,33.11,34.19,9303
07/20/2019 23,33.16,34.2,9266
07/20/2019 24,31.63,34.2,9025
07/21/2019 01,29.69,34.21,8800
07/21/2019 02,28.67,34.21,8589
07/21/2019 03,28.49,34.22,8521
07/21/2019 04,27.16,34.23,8420
07/21/2019 05,26.8,34.23,8384
07/21/2019 06,26.53,34.23,8335
07/21/2019 07,25.95,34.22,8326
07/21/2019 08,25.15,34.21,8481
07/21/2019 09,28.11,34.21,8764
07/21/2019 10,30.19,34.21,9046
07/21/2019 11,33.16,34.21,9324
07/21/2019 12,33.16,34.21,9534
07/21/2019 13,34.5,34.21,9654
07/21/2019 14,34.94,34.22,9725
07/21/2019 15,34.91,34.22,9775
07/21/2019 16,34.88,34.23,9871
07/21/2019 17,34.95,34.24,9985
07/21/2019 18,34.9,34.26,10096
07/21/2019 19,34.91,34.28,10062
07/21/2019 20,34.97,34.3,9986
07/21/2019 21,37.88,34.32,9861
07/21/2019 22,34.39,34.35,9754
07/21/2019 23,33.15,34.37,9655
07/21/2019 24,30.47,34.4,9228
07/22/2019 01,28.72,34.42,8906
07/22/2019 02,28.69,34.44,8707
07/22/2019 03,28.77,34.46,8589
07/22/2019 04,28.69,34.49,8528
07/22/2019 05,28.67,34.51,8483
07/22/2019 06,28.01,34.53,8563
07/22/2019 07,26.29,34.55,8875
07/22/2019 08,28.73,34.57,9275
07/22/2019 09,32.85,34.59,9640
07/22/2019 10,33.15,34.62,9852
07/22/2019 11,34.7,34.65,10053
07/22/2019 12,36.51,34.67,10223
07/22/2019 13,36.49,34.69,10337
07/22/2019 14,37.02,34.72,10381
07/22/2019 15,46.8,34.75,10419
07/22/2019 16,47.97,34.78,10468
07/22/2019 17,70.81,34.84,10464
07/22/2019 18,81.11,34.92,10501
07/22/2019 19,74.99,35,10429
07/22/2019 20,65.03,35.05,10326
07/22/2019 21,52.9,35.09,10152
07/22/2019 22,38.34,35.11,9969
07/22/2019 23,36.49,35.12,9840
07/22/2019 24,34.2,35.15,9431
07/23/2019 01,34,35.18,9099
07/23/2019 02,33.56,35.21,8932
07/23/2019 03,33.48,35.24,8767
07/23/2019 04,33.51,35.28,8709
07/23/2019 05,33.51,35.31,8692
07/23/2019 06,33.49,35.34,8749
07/23/2019 07,33.5,35.38,8991
07/23/2019 08,30.52,35.4,9407
07/23/2019 09,35.27,35.41,9812
07/23/2019 10,60.22,35.45,10135
07/23/2019 11,305.44,35.84,10301
07/23/2019 12,356.48,36.3,10391
07/23/2019 13,326.94,36.72,10521
07/23/2019 14,193.53,36.95,10628
07/23/2019 15,123.18,37.09,10707
07/23/2019 16,408.54,37.62,10760
07/23/2019 17,720.01,38.58,10759
07/23/2019 18,418.59,39.13,10684
07/23/2019 19,90.64,39.22,10489
07/23/2019 20,67.62,39.27,10482
07/23/2019 21,37.14,39.28,10374
07/23/2019 22,40.54,39.3,10283
07/23/2019 23,54.93,39.35,10063
07/23/2019 24,50.68,39.39,9651
07/24/2019 01,44.54,39.43,9310
07/24/2019 02,33.54,39.44,9083
07/24/2019 03,32.9,39.46,8920
07/24/2019 04,28.68,39.47,8798
07/24/2019 05,28.68,39.47,8785
07/24/2019 06,29.79,39.48,8865
07/24/2019 07,32.78,39.48,9098
07/24/2019 08,28.98,39.48,9469
07/24/2019 09,35.1,39.49,9837
07/24/2019 10,33.86,39.48,10091
07/24/2019 11,45.17,39.49,10289
07/24/2019 12,34.83,39.5,10427
07/24/2019 13,32.59,39.49,10390
07/24/2019 14,32.59,39.49,10391
07/24/2019 15,32.59,39.48,10366
07/24/2019 16,32.59,39.48,10329
07/24/2019 17,30.81,39.48,10267
07/24/2019 18,28.57,39.47,10067
07/24/2019 19,28.76,39.46,9791
07/24/2019 20,28.64,39.46,9592
07/24/2019 21,28.68,39.46,9448
07/24/2019 22,28.6,39.46,9318
07/24/2019 23,28.52,39.46,9250
07/24/2019 24,28.71,39.46,8980
07/25/2019 01,28.51,39.47,8724
07/25/2019 02,28.34,39.47,8568
07/25/2019 03,28.16,39.48,8473
07/25/2019 04,25.51,39.48,8414
07/25/2019 05,20.78,39.47,8444
07/25/2019 06,26.59,39.46,8603
07/25/2019 07,28.65,39.45,8848
07/25/2019 08,28.14,39.45,9207
07/25/2019 09,28.62,39.44,9495
07/25/2019 10,28.81,39.43,9686
07/25/2019 11,28.52,39.42,9824
07/25/2019 12,29.12,39.42,9908
07/25/2019 13,30.84,39.41,9933
07/25/2019 14,33.41,39.4,9987
07/25/2019 15,33.67,39.4,10065
07/25/2019 16,33.3,39.39,10145
07/25/2019 17,33.86,39.38,10246
07/25/2019 18,50.99,39.39,10257
07/25/2019 19,35.7,39.38,10111
07/25/2019 20,33.88,39.37,10023
07/25/2019 21,33.82,39.36,9901
07/25/2019 22,31.16,39.36,9797
07/25/2019 23,28.6,39.35,9661
07/25/2019 24,32.95,39.35,9276
07/26/2019 01,32.93,39.35,8932
07/26/2019 02,28.58,39.35,8705
07/26/2019 03,28.54,39.34,8578
07/26/2019 04,28.56,39.33,8518
07/26/2019 05,28.51,39.33,8533
07/26/2019 06,28.51,39.32,8614
07/26/2019 07,28.49,39.31,8797
07/26/2019 08,28.55,39.31,9222
07/26/2019 09,32.82,39.3,9630
07/26/2019 10,33.85,39.29,9905
07/26/2019 11,53.11,39.29,10151
07/26/2019 12,85.54,39.34,10340
07/26/2019 13,59.29,39.35,10470
07/26/2019 14,56.41,39.36,10529
07/26/2019 15,80.49,39.41,10557
07/26/2019 16,52.09,39.42,10573
07/26/2019 17,58.52,39.41,10623
07/26/2019 18,80.35,39.41,10588
07/26/2019 19,58.31,39.36,10427
07/26/2019 20,55.92,39.33,10338
07/26/2019 21,43.59,39.34,10113
07/26/2019 22,33.84,39.34,9880
07/26/2019 23,33.05,39.34,9688
07/26/2019 24,32.99,39.34,9399
07/27/2019 01,30.64,39.34,9049
07/27/2019 02,28.55,39.35,8792
07/27/2019 03,28.54,39.35,8649
07/27/2019 04,28.54,39.35,8593
07/27/2019 05,28.54,39.35,8531
07/27/2019 06,28.48,39.35,8493
07/27/2019 07,28.46,39.35,8539
07/27/2019 08,28.53,39.34,8772
07/27/2019 09,28.56,39.34,9069
07/27/2019 10,32.49,39.34,9388
07/27/2019 11,32.99,39.34,9687
07/27/2019 12,33.47,39.34,9938
07/27/2019 13,33.25,39.33,10053
07/27/2019 14,33.11,39.33,10039
07/27/2019 15,32.97,39.33,9925
07/27/2019 16,30.28,39.32,9821
07/27/2019 17,28.61,39.31,9806
07/27/2019 18,32.89,39.31,9787
07/27/2019 19,30.07,39.31,9608
07/27/2019 20,30.29,39.31,9480
07/27/2019 21,28.52,39.3,9371
07/27/2019 22,28.51,39.29,9392
07/27/2019 23,28.53,39.29,9217
07/27/2019 24,28.54,39.28,8920
07/28/2019 01,28.52,39.27,8727
07/28/2019 02,28.5,39.27,8575
07/28/2019 03,28.56,39.27,8519
07/28/2019 04,28.49,39.27,8481
07/28/2019 05,28.47,39.27,8425
07/28/2019 06,28.43,39.28,8438
07/28/2019 07,28.42,39.28,8398
07/28/2019 08,28.48,39.28,8536
07/28/2019 09,28.54,39.28,8756
07/28/2019 10,32.3,39.28,9004
07/28/2019 11,32.93,39.29,9215
07/28/2019 12,32.91,39.3,9384
07/28/2019 13,32.94,39.3,9499
07/28/2019 14,33.83,39.31,9527
07/28/2019 15,33.86,39.31,9616
07/28/2019 16,34.02,39.31,9684
07/28/2019 17,38.42,39.31,9745
07/28/2019 18,59.48,39.35,9847
07/28/2019 19,49.85,39.37,9819
07/28/2019 20,41.65,39.38,9758
07/28/2019 21,34.26,39.38,9660
07/28/2019 22,33.89,39.39,9620
07/28/2019 23,33.6,39.41,9498
07/28/2019 24,32.95,39.42,9127
07/29/2019 01,31.73,39.44,8864
07/29/2019 02,31.13,39.45,8676
07/29/2019 03,28.52,39.46,8548
07/29/2019 04,28.54,39.47,8491
07/29/2019 05,28.52,39.48,8558
07/29/2019 06,31.83,39.5,8714
07/29/2019 07,31.54,39.51,8911
07/29/2019 08,28.61,39.53,9247
07/29/2019 09,32.81,39.54,9602
07/29/2019 10,33.74,39.56,9855
07/29/2019 11,78.47,39.63,10083
07/29/2019 12,78.49,39.71,10258
07/29/2019 13,86.04,39.79,10370
07/29/2019 14,78.26,39.87,10414
07/29/2019 15,78.77,39.95,10524
07/29/2019 16,85.5,40.03,10555
07/29/2019 17,87.98,40.13,10603
07/29/2019 18,76.72,40.2,10601
07/29/2019 19,78.92,40.29,10443
07/29/2019 20,62.28,40.34,10303
07/29/2019 21,49.57,40.38,10108
07/29/2019 22,41.86,40.4,9985
07/29/2019 23,35.66,40.41,9771
07/29/2019 24,33.03,40.42,9419
07/30/2019 01,32.6,40.43,9148
07/30/2019 02,32.6,40.43,8955
07/30/2019 03,32.45,40.44,8825
07/30/2019 04,30.9,40.45,8776
07/30/2019 05,28.52,40.46,8777
07/30/2019 06,28.59,40.47,8907
07/30/2019 07,32.02,40.48,9128
07/30/2019 08,29.62,40.49,9490
07/30/2019 09,32.63,40.5,9844
07/30/2019 10,33.49,40.5,10141
07/30/2019 11,60.8,40.54,10335
07/30/2019 12,61.12,40.58,10525
07/30/2019 13,40.76,40.59,10619
07/30/2019 14,46.57,40.61,10663
07/30/2019 15,33.19,40.61,10662
07/30/2019 16,33.05,40.61,10643
07/30/2019 17,33.13,40.61,10602
07/30/2019 18,32.65,40.6,10548
07/30/2019 19,32.66,40.6,10342
07/30/2019 20,32.68,40.6,10173
07/30/2019 21,32.61,40.6,10032
07/30/2019 22,32.59,40.6,9924
07/30/2019 23,31.61,40.61,9748
07/30/2019 24,30.62,40.61,9378
07/31/2019 01,28.57,40.61,9093
07/31/2019 02,29.06,40.62,8932
07/31/2019 03,28.53,40.62,8809
07/31/2019 04,28.51,40.63,8772
07/31/2019 05,28.95,40.64,8772
07/31/2019 06,31.24,40.65,8899
07/31/2019 07,32.67,40.67,9099
07/31/2019 08,32.65,40.68,9468
07/31/2019 09,32.88,40.69,9771
07/31/2019 10,33.25,40.69,9998
07/31/2019 11,43.96,40.71,10235
07/31/2019 12,103.96,40.81,10390
07/31/2019 13,118.95,40.94,10477
07/31/2019 14,137.66,41.09,10487
07/31/2019 15,86.27,41.17,10633
07/31/2019 16,77.55,41.24,10632
07/31/2019 17,37.8,41.26,10629
07/31/2019 18,73,41.32,10619
07/31/2019 19,98.1,41.42,10455
07/31/2019 20,46.49,41.45,10296
07/31/2019 21,33.07,41.46,10140
07/31/2019 22,32.67,41.47,10049
07/31/2019 23,31.64,41.47,9824
07/31/2019 24,29.31,41.46,9370
08/01/2019 01,28.61,41.46,9031
08/01/2019 02,28.56,41.46,8837
08/01/2019 03,28.49,41.46,8664
08/01/2019 04,28.53,41.47,8684
08/01/2019 05,28.47,41.47,8713
08/01/2019 06,28.5,41.48,8800
08/01/2019 07,28.48,41.48,8964
08/01/2019 08,27.2,41.47,9294
08/01/2019 09,28.54,41.47,9631
08/01/2019 10,31.92,41.47,9861
08/01/2019 11,33.33,41.46,10121
08/01/2019 12,34.35,41.46,10354
08/01/2019 13,134.12,41.59,10426
08/01/2019 14,489.18,42.21,10403
08/01/2019 15,41.61,42.22,10449
08/01/2019 16,83.79,42.29,10563
08/01/2019 17,78.15,42.35,10634
08/01/2019 18,75.96,42.41,10643
08/01/2019 19,75.1,42.47,10529
08/01/2019 20,273.51,42.81,10325
08/01/2019 21,171.72,43.01,10210
08/01/2019 22,87.37,43.09,10175
08/01/2019 23,78.42,43.16,9998
08/01/2019 24,44.24,43.18,9604
08/02/2019 01,34.27,43.19,9277
08/02/2019 02,32.9,43.21,9054
08/02/2019 03,32.59,43.22,8934
08/02/2019 04,31.55,43.23,8876
08/02/2019 05,31.34,43.24,8901
08/02/2019 06,31.79,43.25,8966
08/02/2019 07,32.65,43.25,9168
08/02/2019 08,32.27,43.26,9591
08/02/2019 09,34.19,43.26,9966
08/02/2019 10,33.86,43.26,10237
08/02/2019 11,28.54,43.25,10478
08/02/2019 12,31.12,43.25,10580
08/02/2019 13,30.11,43.24,10630
08/02/2019 14,34.22,43.24,10708
08/02/2019 15,33.57,43.24,10783
08/02/2019 16,34.39,43.24,10822
08/02/2019 17,34.34,43.24,10786
08/02/2019 18,34.4,43.24,10733
08/02/2019 19,41.54,43.25,10552
08/02/2019 20,40.05,43.26,10349
08/02/2019 21,33.6,43.27,10182
08/02/2019 22,32.66,43.27,10013
08/02/2019 23,29.45,43.27,9764
08/02/2019 24,30.43,43.28,9472
08/03/2019 01,28.51,43.28,9175
08/03/2019 02,28.45,43.28,8927
08/03/2019 03,28.36,43.28,8785
08/03/2019 04,28.25,43.29,8685
08/03/2019 05,28.44,43.29,8654
08/03/2019 06,28.47,43.29,8713
08/03/2019 07,28.5,43.3,8737
08/03/2019 08,28.5,43.3,8889
08/03/2019 09,30.49,43.3,9135
08/03/2019 10,33.01,43.3,9502
08/03/2019 11,32.67,43.3,9736
08/03/2019 12,33.12,43.3,9833
08/03/2019 13,32.64,43.3,9832
08/03/2019 14,32.64,43.3,9870
08/03/2019 15,32.63,43.3,9884
08/03/2019 16,32.49,43.29,9855
08/03/2019 17,32.65,43.3,9839
08/03/2019 18,32.59,43.3,9842
08/03/2019 19,33.15,43.31,9785
08/03/2019 20,32.6,43.31,9722
08/03/2019 21,32.46,43.32,9564
08/03/2019 22,30.88,43.32,9496
08/03/2019 23,32.49,43.33,9428
08/03/2019 24,30.63,43.34,9160
08/04/2019 01,32.02,43.35,8955
08/04/2019 02,32.13,43.37,8820
08/04/2019 03,32.62,43.38,8694
08/04/2019 04,32.59,43.39,8653
08/04/2019 05,32.62,43.41,8619
08/04/2019 06,31.99,43.42,8608
08/04/2019 07,28.49,43.42,8549
08/04/2019 08,28.56,43.42,8681
08/04/2019 09,30,43.42,8926
08/04/2019 10,32.61,43.42,9190
08/04/2019 11,32.6,43.42,9402
08/04/2019 12,33.12,43.42,9554
08/04/2019 13,33.1,43.42,9651
08/04/2019 14,34.86,43.42,9725
08/04/2019 15,38.72,43.43,9772
08/04/2019 16,45.44,43.45,9827
08/04/2019 17,47.16,43.47,9972
08/04/2019 18,47.19,43.49,10036
08/04/2019 19,46.03,43.51,9978
08/04/2019 20,40.84,43.53,9852
08/04/2019 21,32.97,43.53,9759
08/04/2019 22,36.15,43.54,9733
08/04/2019 23,36.64,43.56,9606
08/04/2019 24,40.88,43.57,9281
08/05/2019 01,33.47,43.58,8964
08/05/2019 02,32.66,43.6,8749
08/05/2019 03,32.61,43.61,8593
08/05/2019 04,32.65,43.63,8566
08/05/2019 05,32.6,43.65,8626
08/05/2019 06,32.64,43.67,8636
08/05/2019 07,32.59,43.69,8640
08/05/2019 08,28.6,43.7,8765
08/05/2019 09,30,43.71,9031
08/05/2019 10,32.6,43.72,9327
08/05/2019 11,32.91,43.72,9559
08/05/2019 12,34.35,43.72,9739
08/05/2019 13,34.55,43.73,9928
08/05/2019 14,40.22,43.74,10097
08/05/2019 15,48.39,43.76,10218
08/05/2019 16,53.37,43.79,10336
08/05/2019 17,64.79,43.83,10470
08/05/2019 18,64.84,43.88,10523
08/05/2019 19,45.15,43.89,10406
08/05/2019 20,32.78,43.9,10240
08/05/2019 21,32.59,43.91,10025
08/05/2019 22,33.3,43.91,9996
08/05/2019 23,33.45,43.92,9763
08/05/2019 24,34.37,43.93,9401
08/06/2019 01,34.15,43.94,9098
08/06/2019 02,33.09,43.94,8871
08/06/2019 03,31.76,43.95,8772
08/06/2019 04,28.61,43.96,8754
08/06/2019 05,29.88,43.98,8823
08/06/2019 06,34.03,43.99,8985
08/06/2019 07,34.88,44,9211
08/06/2019 08,34.93,44.03,9540
08/06/2019 09,34.95,44.05,9844
08/06/2019 10,34.92,44.06,10062
08/06/2019 11,66,44.11,10246
08/06/2019 12,324.77,44.52,10383
08/06/2019 13,224.28,44.79,10253
08/06/2019 14,71.77,44.85,10469
08/06/2019 15,65.16,44.9,10513
08/06/2019 16,64.38,44.94,10558
08/06/2019 17,35.02,44.94,10526
08/06/2019 18,41.05,44.95,10431
08/06/2019 19,33.05,44.96,10195
08/06/2019 20,30.41,44.96,9989
08/06/2019 21,31.45,44.97,9839
08/06/2019 22,32.61,44.97,9822
08/06/2019 23,34.03,44.97,9615
08/06/2019 24,35.41,44.98,9289
08/07/2019 01,34.31,44.99,9028
08/07/2019 02,33.99,45,8857
08/07/2019 03,33.09,45.01,8743
08/07/2019 04,33.11,45.01,8698
08/07/2019 05,33.06,45.02,8679
08/07/2019 06,33.11,45.03,8802
08/07/2019 07,33.57,45.03,9030
08/07/2019 08,33.11,45.04,9378
08/07/2019 09,33.55,45.04,9707
08/07/2019 10,34.41,45.04,9955
08/07/2019 11,34.9,45.05,10117
08/07/2019 12,52.56,45.07,10237
08/07/2019 13,51.2,45.1,10272
08/07/2019 14,53.83,45.12,10283
08/07/2019 15,76.52,45.18,10339
08/07/2019 16,76.61,45.23,10429
08/07/2019 17,57.95,45.26,10510
08/07/2019 18,50.28,45.28,10582
08/07/2019 19,37.3,45.29,10443
08/07/2019 20,37.05,45.29,10294
08/07/2019 21,33.01,45.3,10142
08/07/2019 22,33.9,45.3,10119
08/07/2019 23,33.26,45.31,9858
08/07/2019 24,33.24,45.31,9456
08/08/2019 01,29.58,45.31,9187
08/08/2019 02,28.56,45.31,8986
08/08/2019 03,28.52,45.31,8883
08/08/2019 04,28.53,45.31,8791
08/08/2019 05,28.47,45.31,8793
08/08/2019 06,28.53,45.31,8914
08/08/2019 07,31.22,45.32,9160
08/08/2019 08,32.78,45.33,9504
08/08/2019 09,33.93,45.33,9818
08/08/2019 10,34.37,45.34,10126
08/08/2019 11,47.63,45.36,10353
08/08/2019 12,76.17,45.42,10487
08/08/2019 13,95.48,45.5,10600
08/08/2019 14,762.83,46.51,10589
08/08/2019 15,507.4,47.17,10626
08/08/2019 16,801.68,48.23,10599
08/08/2019 17,84.8,48.29,10689
08/08/2019 18,67.13,48.34,10748
08/08/2019 19,42.76,48.35,10623
08/08/2019 20,48.46,48.37,10546
08/08/2019 21,48.56,48.39,10415
08/08/2019 22,69.27,48.44,10387
08/08/2019 23,36.65,48.45,10065
08/08/2019 24,34.09,48.46,9638
08/09/2019 01,33.58,48.47,9346
08/09/2019 02,33.66,48.48,9091
08/09/2019 03,33.76,48.5,8936
08/09/2019 04,32.08,48.5,8820
08/09/2019 05,31.84,48.51,8804
08/09/2019 06,29.95,48.51,8892
08/09/2019 07,32.44,48.52,9180
08/09/2019 08,28.55,48.51,9550
08/09/2019 09,29.03,48.51,9815
08/09/2019 10,32.33,48.51,10046
08/09/2019 11,33.03,48.51,10242
08/09/2019 12,33.84,48.51,10357
08/09/2019 13,41.66,48.52,10342
08/09/2019 14,39.61,48.53,10343
08/09/2019 15,33.84,48.53,10275
08/09/2019 16,33.79,48.54,10228
08/09/2019 17,33.79,48.54,10190
08/09/2019 18,33.61,48.54,10052
08/09/2019 19,32.76,48.54,9853
08/09/2019 20,32.74,48.54,9672
08/09/2019 21,32.74,48.54,9590
08/09/2019 22,32.78,48.54,9679
08/09/2019 23,33.79,48.54,9499
08/09/2019 24,32.87,48.54,9238
08/10/2019 01,32.79,48.54,8993
08/10/2019 02,32.78,48.55,8870
08/10/2019 03,32.72,48.56,8776
08/10/2019 04,32.78,48.57,8706
08/10/2019 05,32.77,48.57,8683
08/10/2019 06,32.77,48.57,8693
08/10/2019 07,32.77,48.57,8729
08/10/2019 08,30.44,48.57,8815
08/10/2019 09,32.68,48.56,9059
08/10/2019 10,32.77,48.56,9323
08/10/2019 11,32.98,48.56,9470
08/10/2019 12,33.77,48.56,9555
08/10/2019 13,33.82,48.56,9539
08/10/2019 14,33.8,48.56,9523
08/10/2019 15,33.81,48.56,9509
08/10/2019 16,33.78,48.56,9536
08/10/2019 17,33.82,48.56,9537
08/10/2019 18,35.09,48.56,9572
08/10/2019 19,59.47,48.59,9513
08/10/2019 20,33.86,48.59,9402
08/10/2019 21,33.84,48.59,9381
08/10/2019 22,33.85,48.59,9431
08/10/2019 23,36.36,48.6,9278
08/10/2019 24,41.21,48.61,9056
08/11/2019 01,38.37,48.62,8889
08/11/2019 02,33.79,48.62,8775
08/11/2019 03,33.79,48.62,8632
08/11/2019 04,33.78,48.63,8569
08/11/2019 05,32.94,48.63,8560
08/11/2019 06,32.77,48.64,8616
08/11/2019 07,32.65,48.64,8642
08/11/2019 08,28.84,48.63,8758
08/11/2019 09,30.54,48.63,8911
08/11/2019 10,33.66,48.63,9125
08/11/2019 11,46.24,48.64,9296
08/11/2019 12,68.36,48.64,9383
08/11/2019 13,40.73,48.63,9464
08/11/2019 14,33.33,48.6,9463
08/11/2019 15,33.37,48.54,9468
08/11/2019 16,33.91,48.46,9450
08/11/2019 17,33.93,48.43,9559
08/11/2019 18,41.96,48.36,9646
08/11/2019 19,37.75,48.31,9583
08/11/2019 20,33.04,48.23,9442
08/11/2019 21,33.78,48.2,9407
08/11/2019 22,33.94,48.15,9470
08/11/2019 23,43.57,48.13,9288
08/11/2019 24,41.54,48.12,9002
08/12/2019 01,39.75,48.12,8773
08/12/2019 02,33.79,48.12,8630
08/12/2019 03,33.81,48.12,8570
08/12/2019 04,33.78,48.12,8589
08/12/2019 05,33.81,48.12,8613
08/12/2019 06,34.39,48.12,8795
08/12/2019 07,52.08,48.15,9015
08/12/2019 08,53.84,48.17,9280
08/12/2019 09,74.01,48.23,9548
08/12/2019 10,35.62,48.23,9725
08/12/2019 11,94.52,48.28,9917
08/12/2019 12,242.44,48.32,9914
08/12/2019 13,139.87,48.39,9999
08/12/2019 14,61.49,48.36,10031
08/12/2019 15,273.43,48.68,10088
08/12/2019 16,178.18,48.71,9972
08/12/2019 17,782.48,49.75,9939
08/12/2019 18,332.6,50.16,9865
08/12/2019 19,82.64,50.22,9762
08/12/2019 20,50.55,50.25,9687
08/12/2019 21,71.68,50.3,9639
08/12/2019 22,35.44,50.3,9673
08/12/2019 23,36.86,50.3,9395
08/12/2019 24,39.69,50.31,9088
08/13/2019 01,45.24,50.33,8874
08/13/2019 02,33.98,50.33,8772
08/13/2019 03,33.95,50.33,8702
08/13/2019 04,33.94,50.33,8676
08/13/2019 05,33.9,50.33,8691
08/13/2019 06,33.95,50.33,8840
08/13/2019 07,43.54,50.35,9100
08/13/2019 08,39.31,50.36,9392
08/13/2019 09,75.68,50.42,9627
08/13/2019 10,66.28,50.46,9779
08/13/2019 11,92.17,50.54,9873
08/13/2019 12,95.58,50.62,9997
08/13/2019 13,92.17,50.64,10007
08/13/2019 14,103.65,50.74,10122
08/13/2019 15,116.52,50.85,10091
08/13/2019 16,119.14,50.97,10144
08/13/2019 17,122.39,51.1,10181
08/13/2019 18,90.23,51.18,10163
08/13/2019 19,72.04,51.23,9964
08/13/2019 20,69.99,51.28,9865
08/13/2019 21,80.23,51.35,9707
08/13/2019 22,69.99,51.4,9677
08/13/2019 23,52.32,51.43,9413
08/13/2019 24,37.18,51.43,9075
08/14/2019 01,33.89,51.44,8781
08/14/2019 02,33.65,51.44,8651
08/14/2019 03,33.55,51.44,8534
08/14/2019 04,33.57,51.44,8487
08/14/2019 05,33.49,51.44,8533
08/14/2019 06,33.95,51.44,8712
08/14/2019 07,33.96,51.44,8946
08/14/2019 08,33.51,51.44,9203
08/14/2019 09,33.72,51.43,9568
08/14/2019 10,33.95,51.35,9794
08/14/2019 11,73.13,51.34,9972
08/14/2019 12,75.4,50.95,10087
08/14/2019 13,93.29,50.32,10207
08/14/2019 14,129.61,50.39,10297
08/14/2019 15,123.58,50.34,10278
08/14/2019 16,47.47,49.89,10317
08/14/2019 17,60.74,49.85,10386
08/14/2019 18,279.85,50.19,10146
08/14/2019 19,39.22,50.2,10064
08/14/2019 20,34.3,49.85,9977
08/14/2019 21,33.81,49.8,9744
08/14/2019 22,34.15,49.78,9753
08/14/2019 23,33.57,49.78,9511
08/14/2019 24,33.49,49.78,9195
08/15/2019 01,32.1,49.77,8936
08/15/2019 02,31.93,49.77,8772
08/15/2019 03,31.82,49.77,8637
08/15/2019 04,31.94,49.77,8582
08/15/2019 05,30.97,49.76,8592
08/15/2019 06,31.61,49.76,8776
08/15/2019 07,31.95,49.76,9018
08/15/2019 08,28.89,49.76,9306
08/15/2019 09,32.71,49.76,9578
08/15/2019 10,33.57,49.76,9798
08/15/2019 11,83.04,49.8,9985
08/15/2019 12,40.33,49.81,10184
08/15/2019 13,82.93,49.88,10313
08/15/2019 14,127.09,49.99,10266
08/15/2019 15,96.76,50.08,10396
08/15/2019 16,88.66,50.09,10464
08/15/2019 17,164.95,50.22,10399
08/15/2019 18,34.45,50.23,10409
08/15/2019 19,33.8,50.23,10272
08/15/2019 20,34.42,50.23,10171
08/15/2019 21,34.45,50.23,10010
08/15/2019 22,34.35,50.23,9924
08/15/2019 23,32.81,50.23,9600
08/15/2019 24,33.52,50.23,9255
08/16/2019 01,33.49,50.23,8973
08/16/2019 02,33.16,50.23,8799
08/16/2019 03,31.29,50.23,8693
08/16/2019 04,33.47,50.23,8624
08/16/2019 05,33.5,50.24,8641
08/16/2019 06,34,50.24,8804
08/16/2019 07,34.84,50.25,9037
08/16/2019 08,33.55,50.26,9308
08/16/2019 09,33.51,50.26,9598
08/16/2019 10,33.55,50.26,9763
08/16/2019 11,33.48,50.26,9878
08/16/2019 12,33.55,50.27,9923
08/16/2019 13,33.49,50.27,9903
08/16/2019 14,26.33,50.26,9847
08/16/2019 15,28.98,50.25,9810
08/16/2019 16,31.93,50.25,9794
08/16/2019 17,33.5,50.25,9781
08/16/2019 18,33.5,50.25,9719
08/16/2019 19,30.18,50.25,9507
08/16/2019 20,29.16,50.24,9306
08/16/2019 21,29.03,50.24,9248
08/16/2019 22,33.1,50.25,9352
08/16/2019 23,29.57,50.25,9160
08/16/2019 24,33.31,50.25,8915
08/17/2019 01,29.23,50.25,8659
08/17/2019 02,28.91,50.25,8468
08/17/2019 03,28.96,50.25,8436
08/17/2019 04,28.94,50.25,8430
08/17/2019 05,28.94,50.25,8421
08/17/2019 06,28.98,50.25,8483
08/17/2019 07,28.88,50.24,8534
08/17/2019 08,28.79,50.24,8605
08/17/2019 09,28.93,50.24,8841
08/17/2019 10,29.61,50.24,9016
08/17/2019 11,33.28,50.25,9139
08/17/2019 12,31.98,50.25,9198
08/17/2019 13,31.09,50.26,9242
08/17/2019 14,29.99,50.26,9257
08/17/2019 15,30.25,50.27,9269
08/17/2019 16,31.93,50.27,9294
08/17/2019 17,32.41,50.28,9334
08/17/2019 18,33.46,50.28,9394
08/17/2019 19,32.09,50.28,9315
08/17/2019 20,29.32,50.28,9171
08/17/2019 21,28.96,50.28,9151
08/17/2019 22,29.99,50.28,9198
08/17/2019 23,28.92,50.28,8988
08/17/2019 24,27.51,50.28,8710
